CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2025;ERASMUS;Agricultura (Otros estudios);Escuela Politécnica Superior;IN;INGLÉS - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universitat Bonn (Alemania);2;0;19/07/2026
2025;ERASMUS;Agricultura (Otros estudios);Escuela Politécnica Superior;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universitat Bonn (Alemania);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;IN;ESPAÑOL - B1 (Nivel intermedio);Estonia;Tallinna Tehnikaúlikool (Estonia);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Politecnico Di Torino (Italia);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;IN;ESPAÑOL - B1 (Nivel intermedio);Países Bajos;Radboud Universiteit Nijmegen (Países Bajos);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;IN;INGLÉS - B1 (Nivel intermedio);Francia;Université Paris-Est Créteil Val De Marne (Francia);3;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;IN;Sin datos;Irlanda (Eire);University College Dublin (Irlanda (Eire));5;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;IN;Sin datos;Italia;Università Degli Studi Di Genova (Italia);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;OUT;INGLÉS - B1 (Nivel intermedio);Francia;Université Paris-Est Créteil Val De Marne (Francia);3;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Politecnico Di Torino (Italia);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Genova (Italia);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;OUT;INGLÉS - B2 (Nivel avanzado);Estonia;Tallinna Tehnikaúlikool (Estonia);2;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;OUT;INGLÉS - C1 (Nivel avanzado 1);Irlanda (Eire);University College Dublin (Irlanda (Eire));5;0;19/07/2026
2025;ERASMUS;Ciencias naturales, matemáticas y estadística;Facultad de Ciencias;OUT;INGLÉS - C1 (Nivel avanzado 1);Países Bajos;Radboud Universiteit Nijmegen (Países Bajos);2;2;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite Jean Moulin - Lyon Iii (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bologna (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Universitat Potsdam (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;University Of Munster (Alemania);5;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Universite Jean Moulin - Lyon Iii (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Pau Et Des Pays De L'Adour (Francia);8;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université Toulouse Capitole (Francia);4;2;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Rouen (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;INGLÉS - B2 (Nivel avanzado);Bélgica;Uclouvain Saint-Louis - Bruxelles (Bélgica);0;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;INGLÉS - B2 (Nivel avanzado);Bélgica;Katholieke Universiteit Leuven (Bélgica);2;1;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;INGLÉS - B2 (Nivel avanzado);Finlandia;Lapin Yliopisto (Finlandia);4;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Bologna (Italia);1;3;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Catania (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Escuela de Doctorado;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Cattolica Del Sacro Cuore Di Milano (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Eberhard-Karls-Universitat Tubingen (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Martin-Luther-Universitat Halle-Wittenberg (Alemania);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Gottfried Wilhelm Leibniz Universitat Hannover (Alemania);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universitat Bonn (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Europa-Universitat Viadrina Frankfurt An Der Oder (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universitat Potsdam (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;University Of Munster (Alemania);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universitat Des Saarlandes (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Karl-Franzens- Universitat Graz (Austria);5;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Universität Wien (Austria);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;University Of Namur (Bélgica);1;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Uclouvain Saint-Louis - Bruxelles (Bélgica);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Haute École Lucia De Brouckere (Bélgica);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Katholieke Universiteit Leuven (Bélgica);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Chipre;University Of Cyprus (Chipre);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Croacia;Josip Juraj Strossmayer University Of Osijek (Croacia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Croacia;University Of Split (Croacia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Eslovaquia;Pan-European University (Eslovaquia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Finlandia;Lapin Yliopisto (Finlandia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Rouen (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Du Havre (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Nantes (Francia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Rennes (Francia);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;University Of Orléans (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Bordeaux (Francia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Côte D'Azur (Francia);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Cy Cergy Paris Université (Francia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Montpellier (Francia);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Toulouse Capitole (Francia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Savoie Mont Blanc (Francia);10;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Universite Jean Moulin - Lyon Iii (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Pau Et Des Pays De L'Adour (Francia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Jean Monnet De Saint- Etienne (Francia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Sciences Po Lille (Francia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;University Of Thrace (Grecia);12;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Panteion University Of Social & Political Sciences (Grecia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Ethniko Kai Kapodistriako Panepistimio Athinon (Grecia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Aristotelio Panepistimio Thessalonikis (Grecia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Irlanda (Eire);Technological University Dublin-City Campus (Irlanda (Eire));4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Link Campus University (Italia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Del Salento (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Universita Degli Studi Roma Tre (Italia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bari (Italia);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Siena (Italia);9;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Udine (Italia);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Foggia (Italia);5;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Genova (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Milano (Italia);5;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Padova (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Trento (Italia);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Verona (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bergamo (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bologna (Italia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Brescia (Italia);10;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Catania (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Ferrara (Italia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Firenze (Italia);1;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Palermo (Italia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Salerno (Italia);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Sassari (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Macerata (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Roma La Sapienza (Italia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Libera Università Maria Ss. Assunta Di Roma (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Cattolica Del Sacro Cuore Di Milano (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi 'G. D'Annunzio' Di Chieti (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Della Campania 'Luigi Vanvitelli' (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Del Piemonte Orientale Amedeo Avogadro (Italia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Di Pisa (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Lituania;Vilnius University (Lituania);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Lituania;Vytautas Magnus University (Lituania);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Lituania;Mykolas Romeris University (Lituania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Noruega;Universitetet I Bergen (Noruega);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;University Of Lodz (Polonia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Mikolaja Kopernika W Toruniu (Polonia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Wroclawski (Polonia);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Rzeszowski (Polonia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Kujawy And Pomorze University In Bydgoszcz (Polonia);6;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Lazarski University (Polonia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Beja (Portugal);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Lisboa (Portugal);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;University Of Coimbra (Portugal);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Do Porto (Portugal);1;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;Queen'S University Of Belfast (Reino Unido);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;The University Of Nottingham (Reino Unido);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;University Of Bristol (Reino Unido);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);República Checa;Univerzita Karlova (República Checa);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Transilvania Din Brasov (Rumanía);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea De Vest Din Timísoara (Rumanía);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Titu Maiorescu University Bucharest (Rumanía);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Din Bucuresti (Rumanía);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Babes-Bolyai Din Cluj-Napoca (Rumanía);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Okan University (Turquía);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Yildiz Teknik Universitesi (Turquía);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Kocaeli Universitesi (Turquía);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Maltepe University (Turquía);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Alemania;University Of Munster (Alemania);10;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Bélgica;Uclouvain Saint-Louis - Bruxelles (Bélgica);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Bélgica;Katholieke Universiteit Leuven (Bélgica);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Bélgica;University Of Namur (Bélgica);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Finlandia;Lapin Yliopisto (Finlandia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Francia;Université Toulouse Capitole (Francia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Francia;Institut Catholique De Paris (Francia);8;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Francia;University Of Orléans (Francia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Francia;Université De Rouen (Francia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Francia;Université Jean Monnet De Saint- Etienne (Francia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Grecia;Aristotelio Panepistimio Thessalonikis (Grecia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Degli Studi Della Campania 'Luigi Vanvitelli' (Italia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Del Salento (Italia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Universita Degli Studi Roma Tre (Italia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Degli Studi Di Genova (Italia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Degli Studi Di Ferrara (Italia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Degli Studi Di Perugia (Italia);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Italia;Università Degli Studi Di Macerata (Italia);0;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;ESPAÑOL - B2 (Nivel avanzado);Portugal;Universidade Do Minho (Portugal);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;Sin datos;Alemania;Gottfried Wilhelm Leibniz Universitat Hannover (Alemania);5;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;Sin datos;Turquía;Altinbas University (Turquía);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;IN;Sin datos;Turquía;Bahcesehir University (Turquía);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Universitat Des Saarlandes (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Eberhard-Karls-Universitat Tubingen (Alemania);2;1;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Martin-Luther-Universitat Halle-Wittenberg (Alemania);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universitat Bonn (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Gottfried Wilhelm Leibniz Universitat Hannover (Alemania);4;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Europa-Universitat Viadrina Frankfurt An Der Oder (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;University Of Munster (Alemania);10;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Universitat Potsdam (Alemania);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B2 (Nivel avanzado);Austria;Karl-Franzens- Universitat Graz (Austria);2;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;ALEMÁN - B2 (Nivel avanzado);Austria;Universität Wien (Austria);4;2;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;FRANCÉS - B1 (Nivel intermedio);Bélgica;Haute École Lucia De Brouckere (Bélgica);3;0;19/07/2026
2025;ERASMUS;Derecho;Facultad de Derecho;OUT;FRANCÉS - B1 (Nivel intermedio);Bélgica;University Of Namur (Bélgica);1;0;19/07/2026
