CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2023;ERASMUS;0230-0230-Lenguas, no definido;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;University Of East Anglia (Reino Unido);3;0;25/08/2024
2023;ERASMUS;0230-0230-Lenguas, no definido;Facultad de Filosofía y Letras;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Reims Champagne-Ardenne (Francia);3;0;25/08/2024
2023;ERASMUS;0230-0230-Lenguas, no definido;Facultad de Filosofía y Letras;OUT;INGLÉS - B2 (Nivel avanzado);Reino Unido;University Of East Anglia (Reino Unido);3;0;25/08/2024
2023;ERASMUS;0230-0230-Lenguas, no definido;Facultad de Filosofía y Letras;OUT;INGLÉS - C1 (Nivel avanzado 1);Reino Unido;University Of Cambridge (Reino Unido);1;0;25/08/2024
2023;ERASMUS;0230-0230-Lenguas, no definido;Facultad de Filosofía y Letras;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);6;0;25/08/2024
2023;ERASMUS;023-023-Lenguas;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Hungría;Nyugat-Magyarorszagi Egyetem (Hungría);2;0;25/08/2024
2023;ERASMUS;023-023-Lenguas;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;OTROS - B2 (Nivel avanzado);Hungría;Nyugat-Magyarorszagi Egyetem (Hungría);2;0;25/08/2024
2023;ERASMUS;023-023-Lenguas;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea De Vest Din Timísoara (Rumanía);3;0;25/08/2024
2023;ERASMUS;023-023-Lenguas;Facultad de Filosofía y Letras;OUT;OTROS - B1 (Nivel intermedio);Rumanía;Universitatea De Vest Din Timísoara (Rumanía);3;0;25/08/2024
2023;ERASMUS;0231-0231-Aprendizaje de segundas lenguas;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Pau Et Des Pays De L'Adour (Francia);8;0;25/08/2024
2023;ERASMUS;0231-0231-Aprendizaje de segundas lenguas;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Des Antilles (Francia);4;0;25/08/2024
2023;ERASMUS;0231-0231-Aprendizaje de segundas lenguas;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;University Of Bath (Reino Unido);4;0;25/08/2024
2023;ERASMUS;0231-0231-Aprendizaje de segundas lenguas;Facultad de Filosofía y Letras;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);8;0;25/08/2024
2023;ERASMUS;0231-0231-Aprendizaje de segundas lenguas;Facultad de Filosofía y Letras;OUT;INGLÉS - B2 (Nivel avanzado);Reino Unido;University Of Bath (Reino Unido);4;0;25/08/2024
2023;ERASMUS;0232-0232-Literatura y lingüística;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Pau Et Des Pays De L'Adour (Francia);2;0;25/08/2024
2023;ERASMUS;0232-0232-Literatura y lingüística;Facultad de Filosofía y Letras;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);4;0;25/08/2024
2023;ERASMUS;0232-0232-Literatura y lingüística;Facultad de Filosofía y Letras;IN;INGLÉS - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);1;0;25/08/2024
2023;ERASMUS;0232-0232-Literatura y lingüística;Facultad de Filosofía y Letras;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);2;0;25/08/2024
2023;ERASMUS;0232-0232-Literatura y lingüística;Facultad de Filosofía y Letras;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Université De Pau Et Des Pays De L'Adour (Francia);2;0;25/08/2024
2023;ERASMUS;0232-0232-Literatura y lingüística;Facultad de Filosofía y Letras;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);4;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;IN;ESPAÑOL - B2 (Nivel avanzado);Rumanía;Universitatea Din Bucuresti (Rumanía);2;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Italia;Libera Università 'Maria Ss. Assunta' Di Roma (Italia);6;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Italia;Università Degli Studi Di Firenze (Italia);4;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Polonia;Uniwersytet Warszawski (Polonia);2;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Polonia;Uniwersytet Rzeszowski (Polonia);2;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Rumanía;Universitatea Babes-Bolyai Din Cluj-Napoca (Rumanía);2;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Uniwersytet Warszawski (Polonia);2;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Uniwersytet Rzeszowski (Polonia);2;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Libera Università 'Maria Ss. Assunta' Di Roma (Italia);6;2;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Messina (Italia);4;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Firenze (Italia);4;0;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;OUT;OTROS - B2 (Nivel avanzado);Rumanía;Universitatea Babes-Bolyai Din Cluj-Napoca (Rumanía);2;4;25/08/2024
2023;ERASMUS;031-Ciencias sociales y del comportamiento;Facultad de Ciencias Sociales y del Trabajo;OUT;OTROS - B2 (Nivel avanzado);Rumanía;Universitatea Din Bucuresti (Rumanía);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Sakarya Üniversitesi (Turquía);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Sakarya Üniversitesi (Turquía);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Lille (Francia);3;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Aix-Marseille Université (Francia);0;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Christian-Albrechts-Universität Zu Kiel (Alemania);3;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;Universität Regensburg (Alemania);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;University Of Münster (Alemania);2;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;Ludwig-Maximilians-Universität München (Alemania);1;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Italia;Link Campus University (Italia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Polonia;Lazarski University (Polonia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Portugal;Universidade Do Porto (Portugal);1;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Reino Unido;University Of East Anglia (Reino Unido);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);Suecia;Stockholms Universitet (Suecia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Bologna (Italia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Derecho;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Milano-Bicocca (Italia);5;4;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Ludwig-Maximilians-Universität München (Alemania);1;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Christian-Albrechts-Universität Zu Kiel (Alemania);3;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universität Regensburg (Alemania);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;University Of Münster (Alemania);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Aix-Marseille Université (Francia);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Lille (Francia);3;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Milano-Bicocca (Italia);5;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Link Campus University (Italia);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bologna (Italia);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Verona (Italia);1;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);5;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Uniwersytet Warszawski (Polonia);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Lazarski University (Polonia);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Nova De Lisboa (Portugal);3;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Reino Unido;University Of East Anglia (Reino Unido);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Sakarya Üniversitesi (Turquía);1;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Selcuk University (Turquía);0;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;INGLÉS - B2 (Nivel avanzado);Hungría;Pécsi Tudományegyetem (Hungría);4;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;INGLÉS - B2 (Nivel avanzado);Portugal;Universidade Do Porto (Portugal);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;INGLÉS - B2 (Nivel avanzado);Suecia;Stockholms Universitet (Suecia);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;IN;No Informado;Turquía;Marmara Üniversitesi (Turquía);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Lille (Francia);3;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;FRANCÉS - B2 (Nivel avanzado);Francia;Aix-Marseille Université (Francia);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Christian-Albrechts-Universität Zu Kiel (Alemania);3;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);5;4;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Sakarya Üniversitesi (Turquía);2;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Marmara Üniversitesi (Turquía);2;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Selcuk University (Turquía);0;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;Ludwig-Maximilians-Universität München (Alemania);1;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;Universität Regensburg (Alemania);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;University Of Münster (Alemania);2;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Hungría;Pécsi Tudományegyetem (Hungría);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Italia;Link Campus University (Italia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Polonia;Lazarski University (Polonia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Polonia;Uniwersytet Warszawski (Polonia);2;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Portugal;Universidade Do Porto (Portugal);1;1;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Reino Unido;University Of East Anglia (Reino Unido);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Suecia;Stockholms Universitet (Suecia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;INGLÉS - B2 (Nivel avanzado);Turquía;Yasar University (Turquía);1;0;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;ITALIANO - A2 (Nivel básico avanzado);Italia;Università Degli Studi Di Bologna (Italia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Milano-Bicocca (Italia);5;4;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Verona (Italia);2;2;25/08/2024
2023;ERASMUS;0311-Economía;Facultad de Economía y Empresa;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade Da Beira Interior (Portugal);2;4;25/08/2024
2023;ERASMUS;0312-Ciencias políticas y civismo;Facultad de Derecho;IN;ESPAÑOL - B1 (Nivel intermedio);República Checa;Masarykova Univerzita Brno (República Checa);2;0;25/08/2024
2023;ERASMUS;0312-Ciencias políticas y civismo;Facultad de Derecho;OUT;INGLÉS - B2 (Nivel avanzado);República Checa;Masarykova Univerzita Brno (República Checa);3;3;25/08/2024
2023;ERASMUS;0313 - Psicología;Escuela de Doctorado;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);1;5;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias de la Salud;OUT;INGLÉS - B2 (Nivel avanzado);Portugal;Instituto Superior De Ciências Do Trabalho E Da Empresa (Portugal);1;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y del Trabajo;IN;No Informado;Italia;Libera Università 'Maria Ss. Assunta' Di Roma (Italia);0;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universität Bonn (Alemania);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Universität Bielefeld (Alemania);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Université De Liege (Bélgica);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Bélgica;Thomas More University Of Applied Sciences (Bélgica);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Lille (Francia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Haute-Bretagne (Rennes Ii) (Francia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Reims Champagne-Ardenne (Francia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Poitiers (Francia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Bordeaux (Francia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Grecia;Aristotelio Panepistimio Thessalonikis (Grecia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Maastricht University (Holanda);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Irlanda (Eire);University Of Limerick (Irlanda (Eire));2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Cagliari (Italia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Perugia (Italia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Torino (Italia);5;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Milano-Bicocca (Italia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Firenze (Italia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bologna (Italia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Roma 'La Sapienza' (Italia);7;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Letonia;Latvijas Universitáte (Letonia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Lituania;Vilnius University (Lituania);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Macedonia;International Balkan University (Macedonia);3;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;Katolicki Uniwersytet Lubelski (Polonia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Do Algarve (Portugal);6;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Da Maia-Umaia (Portugal);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Superior De Psicología Aplicada (Portugal);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Do Minho (Portugal);1;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Aveiro (Portugal);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Évora (Portugal);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade De Lisboa (Portugal);1;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Din Bucuresti (Rumanía);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Yasar University (Turquía);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Bahçesehir University (Turquía);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;INGLÉS - B1 (Nivel intermedio);Dinamarca;Roskilde Universitetscenter (Dinamarca);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade De Coimbra (Portugal);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade Da Beira Interior (Portugal);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;IN;INGLÉS - B1 (Nivel intermedio);Portugal;Universidade Fernando Pessoa (Portugal);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Reims Champagne-Ardenne (Francia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Lille (Francia);2;1;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;GRIEGO - B1 (Nivel intermedio);Grecia;Aristotelio Panepistimio Thessalonikis (Grecia);2;2;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Rheinische Friedrich-Wilhelms- Universität Bonn (Alemania);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Bélgica;Université De Liege (Bélgica);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Francia;Université De Bordeaux (Francia);2;0;25/08/2024
2023;ERASMUS;0313 - Psicología;Facultad de Ciencias Sociales y Humanas de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Francia;Université De Poitiers (Francia);2;0;25/08/2024
