CURSO_ACADEMICO;NOMBRE_PROGRAMA_MOVILIDAD;NOMBRE_AREA_ESTUDIOS_MOV;CENTRO;IN_OUT;NOMBRE_IDIOMA_NIVEL_MOVILIDAD;PAIS_UNIVERSIDAD_ACUERDO;UNIVERSIDAD_ACUERDO;PLAZAS_OFERTADAS_ALUMNOS;PLAZAS_ASIGNADAS_ALUMNOS_OUT;FECHA_ACTUALIZACION
2023;ERASMUS;0541-Matemáticas;Facultad de Ciencias;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Bari (Italia);2;2;25/08/2024
2023;ERASMUS;0541-Matemáticas;Facultad de Ciencias;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Della Campania 'Luigi Vanvitelli' (Italia);2;0;25/08/2024
2023;ERASMUS;0541-Matemáticas;Facultad de Ciencias;OUT;No Informado;Francia;Université De Bourgogne - Dijon (Francia);0;0;25/08/2024
2023;ERASMUS;0541-Matemáticas;Facultad de Ciencias;OUT;OTROS - B1 (Nivel intermedio);República Checa;Ostravská Univerzita V Ostrave (República Checa);2;1;25/08/2024
2023;ERASMUS;0541-Matemáticas;Facultad de Ciencias;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade De Évora (Portugal);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Côte D'Azur (Francia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Savoie Mont Blanc (Francia);10;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;École Française D'Electronique Et D'Informatique (Francia);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Del Piemonte Orientale Amedeo Avogadro (Italia);4;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);4;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Lituania;Kaunas University Of Technology (Lituania);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico Da Guarda (Portugal);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;INGLÉS - B2 (Nivel avanzado);Italia;Università Degli Studi Di Roma 'La Sapienza' (Italia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;INGLÉS - B2 (Nivel avanzado);Italia;Università Degli Studi Di Bologna (Italia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;IN;INGLÉS - B2 (Nivel avanzado);Suecia;Örebro University (Suecia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université Côte D'Azur (Francia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;École Française D'Electronique Et D'Informatique (Francia);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Savoie Mont Blanc (Francia);10;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Di Roma 'La Sapienza' (Italia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Italia;Università Degli Studi Di Bologna (Italia);2;1;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Lituania;Kaunas University Of Technology (Lituania);2;1;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Suecia;Örebro University (Suecia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Modena E Reggio Emilia (Italia);4;2;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Italia;Università Degli Studi Del Piemonte Orientale Amedeo Avogadro (Italia);4;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela de Ingeniería y Arquitectura;OUT;PORTUGUÉS - A2 (Nivel básico avanzado);Portugal;Instituto Politécnico Da Guarda (Portugal);2;1;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Politecnico Di Bari (Italia);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Constantin Brancursi Targu-Jiu (Rumanía);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Karadeniz Technical University (Turquía);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de la Almunia de Doña Godina;OUT;INGLÉS - B2 (Nivel avanzado);Rumanía;Universitatea Constantin Brancursi Targu-Jiu (Rumanía);2;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Irlanda (Eire);Technological University Dublin-City Campus (Irlanda (Eire));5;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Castelo Branco (Portugal);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;IN;INGLÉS - B1 (Nivel intermedio);Macedonia;Goce Delcev University (Macedonia);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;IN;INGLÉS - B1 (Nivel intermedio);Polonia;Politechnika Krakowska (Polonia);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Irlanda (Eire);Technological University Dublin-City Campus (Irlanda (Eire));5;2;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;Politechnika Krakowska (Polonia);3;2;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Castelo Branco (Portugal);3;0;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Rumanía;Universitatea Politehnica Din Bucuresti (Rumanía);2;3;25/08/2024
2023;ERASMUS;0610-0610-Tecnologías de la información y la comunicación (TIC), no definido;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B2 (Nivel avanzado);Lituania;Kaunas University Of Technology (Lituania);2;1;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Della Campania 'Luigi Vanvitelli' (Italia);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela de Ingeniería y Arquitectura;OUT;No Informado;Italia;Università Degli Studi Della Campania 'Luigi Vanvitelli' (Italia);2;2;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Hungría;University Of Dunaújváros (Hungría);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Brescia (Italia);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Gestao E Tecnologogia (Isla) (Portugal);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Da Beira Interior (Portugal);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Constantin Brancursi Targu-Jiu (Rumanía);0;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Okan University (Turquía);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Istanbul Arel University (Turquía);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Hungría;University Of Dunaújváros (Hungría);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Rumanía;Universitatea De Vest Din Timísoara (Rumanía);2;1;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Rumanía;Universitatea Politehnica Din Bucuresti (Rumanía);2;3;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Okan University (Turquía);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B2 (Nivel avanzado);Rumanía;Universitatea Constantin Brancursi Targu-Jiu (Rumanía);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Di Brescia (Italia);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;OTROS - B1 (Nivel intermedio);Turquía;Istanbul Arel University (Turquía);2;0;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Universidade Da Beira Interior (Portugal);2;1;25/08/2024
2023;ERASMUS;0611-0611-Uso de computadores;Escuela Universitaria Politécnica de Teruel;OUT;PORTUGUÉS - B1 (Nivel intermedio);Portugal;Instituto Politécnico De Gestao E Tecnologogia (Isla) (Portugal);2;1;25/08/2024
2023;ERASMUS;0612-0612-Diseño y administración de redes y bases de datos;Escuela Universitaria Politécnica de Teruel;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Politehnica Din Bucuresti (Rumanía);2;0;25/08/2024
2023;ERASMUS;0612-0612-Diseño y administración de redes y bases de datos;Escuela Universitaria Politécnica de Teruel;OUT;INGLÉS - B1 (Nivel intermedio);Rumanía;Universitatea Politehnica Din Bucuresti (Rumanía);2;3;25/08/2024
2023;ERASMUS;0619-0619-Tecnologías de la información y comunicación (otros estudios);Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Technische Universität München (Alemania);4;0;25/08/2024
2023;ERASMUS;0619-0619-Tecnologías de la información y comunicación (otros estudios);Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Universidade Do Porto (Portugal);2;0;25/08/2024
2023;ERASMUS;0619-0619-Tecnologías de la información y comunicación (otros estudios);Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B2 (Nivel avanzado);Alemania;Technische Universität München (Alemania);4;1;25/08/2024
2023;ERASMUS;0619-0619-Tecnologías de la información y comunicación (otros estudios);Escuela de Ingeniería y Arquitectura;OUT;PORTUGUÉS - B2 (Nivel avanzado);Portugal;Universidade Do Porto (Portugal);2;2;25/08/2024
2023;ERASMUS;0700-0700-Ingenierìa, industria y construcción, no definido;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Noruega;University Of South-Eastern Norway (Noruega);0;0;25/08/2024
2023;ERASMUS;0700-0700-Ingenierìa, industria y construcción, no definido;Escuela de Ingeniería y Arquitectura;IN;INGLÉS - B2 (Nivel avanzado);Noruega;University Of South-Eastern Norway (Noruega);2;0;25/08/2024
2023;ERASMUS;0700-0700-Ingenierìa, industria y construcción, no definido;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Noruega;University Of South-Eastern Norway (Noruega);2;1;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Fhs Kufstein Tirol Bildungs - Gmbh (Austria);4;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Estonia;Tallinna Tehnikaúlikool (Estonia);1;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université D'Angers (Francia);2;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;École D'Ingénieurs Louis De Broglie (Francia);2;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Holanda;Hanzehogeschool Groningen/Hanze University Of Applied Sciences (Holanda);5;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Insubria Varese-Como (Italia);2;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Portugal;Instituto Politécnico Do Porto (Portugal);1;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Karadeniz Technical University (Turquía);3;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Bahçesehir University (Turquía);2;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Turquía;Akdeniz University (Turquía);3;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;IN;INGLÉS - B2 (Nivel avanzado);Alemania;Albert-Ludwigs-Universität Freiburg Im Breisgau (Alemania);2;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Alemania;Hochschule Esslingen - University Of Applied Sciences (Alemania);6;3;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Italia;Università Degli Studi Insubria Varese-Como (Italia);2;2;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Portugal;Instituto Politécnico Do Porto (Portugal);2;2;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Bahçesehir University (Turquía);2;1;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Turquía;Akdeniz University (Turquía);3;2;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Alemania;Albert-Ludwigs-Universität Freiburg Im Breisgau (Alemania);2;1;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Austria;Fhs Kufstein Tirol Bildungs - Gmbh (Austria);4;2;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Université D'Angers (Francia);2;1;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Francia;École D'Ingénieurs Louis De Broglie (Francia);2;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - C1 (Nivel avanzado 1);Holanda;Hanzehogeschool Groningen/Hanze University Of Applied Sciences (Holanda);5;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Cesi (Francia);6;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Escuela Universitaria Politécnica de la Almunia de Doña Godina;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Cesi (Francia);6;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Facultad de Ciencias;IN;No Informado;Francia;Université Grenoble Alpes (Uga) (Francia);4;0;25/08/2024
2023;ERASMUS;071 - Ingeniería y profesiones afines;Facultad de Ciencias;OUT;INGLÉS - B2 (Nivel avanzado);Francia;Université Grenoble Alpes (Uga) (Francia);4;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Hochschule Für Technik Und Wirtschaft Dresden (Fh) (Alemania);4;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;Technikum Wien (Austria);2;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Austria;University Of Applied Sciences Upper Austria (Austria);2;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Dinamarca;Syddansk Universitet (Dinamarca);1;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Finlandia;Tampere University (Finlandia);4;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Paris-Est Créteil Val De Marne (Francia);1;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);3;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université De Lorraine (Francia);2;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Della Calabria (Italia);3;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Politecnica Delle Marche (Italia);2;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Italia;Università Degli Studi Di Padova (Italia);3;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Polonia;University Of Zielona Góra (Polonia);2;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;ESPAÑOL - B1 (Nivel intermedio);Suecia;Linköpings Universitet (Suecia);6;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;IN;INGLÉS - B1 (Nivel intermedio);Polonia;University Of Zielona Góra (Polonia);0;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B1 (Nivel intermedio);Alemania;Hochschule Für Technik Und Wirtschaft Dresden (Fh) (Alemania);4;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B2 (Nivel avanzado);Austria;Technikum Wien (Austria);2;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;ALEMÁN - B2 (Nivel avanzado);Austria;University Of Applied Sciences Upper Austria (Austria);2;2;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université Paris-Est Créteil Val De Marne (Francia);0;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);3;1;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;FRANCÉS - B1 (Nivel intermedio);Francia;Université De Lorraine (Francia);2;1;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B1 (Nivel intermedio);Polonia;University Of Zielona Góra (Polonia);0;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Austria;University Of Applied Sciences Upper Austria (Austria);0;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Dinamarca;Syddansk Universitet (Dinamarca);1;1;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Finlandia;Tampere University (Finlandia);4;3;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;INGLÉS - B2 (Nivel avanzado);Suecia;Linköpings Universitet (Suecia);10;1;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;ITALIANO - B1 (Nivel intermedio);Italia;Università Degli Studi Della Calabria (Italia);3;3;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela de Ingeniería y Arquitectura;OUT;OTROS - B1 (Nivel intermedio);Polonia;University Of Zielona Góra (Polonia);2;1;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Alemania;Fachhochschule Bielefeld (Alemania);4;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Claude Bernard (Lyon I) (Francia);1;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Paul Sabatier - Toulouse Iii (Francia);2;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Francia;Université Jean Monnet De Saint- Etienne (Francia);3;0;25/08/2024
2023;ERASMUS;071-Ingeniería y ramas de la ingeniería;Escuela Universitaria Politécnica de la Almunia de Doña Godina;IN;ESPAÑOL - B1 (Nivel intermedio);Rumanía;Universitatea Constantin Brancursi Targu-Jiu (Rumanía);2;0;25/08/2024
