CURSO_ACADEMICO;TIPO_ESTUDIO;ESTUDIO;LOCALIDAD;CENTRO;ASIGNATURA;TIPO_ASIGNATURA;CLASE_ASIGNATURA;TASA_EXITO;TASA_RENDIMIENTO;TASA_EVALUACION;ALUMNOS_EVALUADOS;ALUMNOS_SUPERADOS;ALUMNOS_PRESENTADOS;MEDIA_CONVOCATORIAS_CONSUMIDAS;FECHA_ACTUALIZACION
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;ARQUITECTURA DE COMPUTADORES;Normal;Troncal;;;;0;0;0;3.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;LABORATORIO DE TRATAMIENTO DE LA SE/AL;Normal;Troncal;;;;0;0;0;4.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;REDES, SISTEMAS Y SERVICIOS DE COMUNICACIONES;Normal;Troncal;;;;0;0;0;4.50;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;LABORATORIO DE ALTA FRECUENCIA;Normal;Troncal;;;;0;0;0;3.80;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;ORGANIZACION DE LA PRODUCCION Y GESTION DE LA CALIDAD;Normal;Obligatoria;100.00;100.00;100.00;3;3;3;1.67;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;RADIOCOMUNICACIONES;Normal;Obligatoria;;;;0;0;0;4.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera;PROYECTO FIN DE CARRERA;Optativa;100.00;35.00;35.00;20;7;7;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera (esp. comunicaciones);PROYECTO FIN DE CARRERA;Optativa;100.00;50.00;50.00;6;3;3;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera (esp. telemática);PROYECTO FIN DE CARRERA;Obligatoria;100.00;66.67;66.67;3;2;2;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;INGLES TECNICO;Normal;Obligatoria;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;ORGANIZACION DE LA PRODUCCION Y GESTION DE LA CALIDAD;Normal;Obligatoria;80.00;80.00;100.00;5;4;5;3.50;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera;PROYECTO FIN DE CARRERA;Obligatoria;100.00;32.61;32.61;46;15;15;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;Sistemas informáticos;PROYECTO FIN DE CARRERA;Troncal;100.00;33.33;33.33;45;15;15;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;PROGRAMACION CONCURRENTE;Normal;Optativa;100.00;33.33;33.33;3;1;1;2.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;SIMULACION DE SISTEMAS DINAMICOS;Normal;Optativa;;;;1;0;0;;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;PRACTICAS EN EMPRESAS;Sin docencia;Libre Elección;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;PRACTICAS EN EMPRESAS;Sin docencia;Libre Elección;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;MODELADO GEOMETRICO;Normal;Optativa;100.00;100.00;100.00;3;3;3;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;MODELOS ESTOCASTICOS EN INGENIERIA;Normal;Optativa;100.00;100.00;100.00;1;1;1;2.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;CREATIVIDAD E INNOVACION;Normal;Optativa;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;ESQUEMAS ALGORITMICOS;Normal;Optativa;100.00;100.00;100.00;1;1;1;2.00;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;CONCEPTOS AVANZADOS DE SISTEMAS OPERATIVOS;Normal;Optativa;;;;1;0;0;;29/04/2018
2015;Licenciatura o equivalente;Ingeniero en Informática;Zaragoza;Escuela de Ingeniería y Arquitectura;SUBSISTEMAS E/S Y PERIFERICOS;Normal;Optativa;;;;1;0;0;;29/04/2018
2015;Licenciatura o equivalente;Ingeniero de Telecomunicación;Zaragoza;Escuela de Ingeniería y Arquitectura;PRACTICAS EN EMPRESAS;Sin docencia;Libre Elección;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ciencia y Tecnología de los Alimentos;Zaragoza;Facultad de Veterinaria;ANALISIS DE LOS ALIMENTOS;Normal;Troncal;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ciencia y Tecnología de los Alimentos;Zaragoza;Facultad de Veterinaria;SALUD PUBLICA Y ALIMENTACION;Normal;Troncal;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ciencia y Tecnología de los Alimentos;Zaragoza;Facultad de Veterinaria;CIENCIA Y TECNOLOGIA DE LA LECHE;Normal;Optativa;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;TECNICAS DE ECONOMIA APLICADA;Normal;Obligatoria;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;ECONOMETRIA II;Normal;Troncal;;;;0;0;0;7.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;ECONOMIA PUBLICA II;Normal;Troncal;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;MACROECONOMIA III;Normal;Troncal;;;;0;0;0;4.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;MACROECONOMIA IV;Normal;Troncal;;;;0;0;0;4.50;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;ECONOMETRIA III;Normal;Obligatoria;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;ECONOMIA DEL BIENESTAR;Normal;Obligatoria;;;;0;0;0;3.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Economía;Zaragoza;Facultad de Economía y Empresa;SISTEMA FISCAL II;Normal;Optativa;;;;0;0;0;4.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;ORGANIZACION Y GESTION INTERNA DE LA EMPRESA;Normal;Obligatoria;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DIRECCION COMERCIAL I;Normal;Troncal;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DIRECCION FINANCIERA I;Normal;Troncal;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;ECONOMETRIA I;Normal;Troncal;;;;0;0;0;4.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DIRECCION COMERCIAL II;Normal;Troncal;;;;0;0;0;2.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;POLITICA DE EMPRESA;Normal;Troncal;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DIRECCION FINANCIERA II;Normal;Troncal;;;;0;0;0;1.40;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;ECONOMETRIA II;Normal;Troncal;;;;0;0;0;2.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DIRECCION DE LA PRODUCCION I;Normal;Obligatoria;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DIRECCION DE LA PRODUCCION II;Normal;Obligatoria;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;CONTROL DE GESTION;Normal;Obligatoria;;;;0;0;0;2.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;CONTRATACION LABORAL EN ESPA/A;Normal;Optativa;;;;0;0;0;2.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DERECHO DE SOCIEDADES;Normal;Optativa;;;;0;0;0;2.00;29/04/2018
2015;Licenciatura o equivalente;Licenciado en Administración y Dirección de Empresas;Zaragoza;Facultad de Economía y Empresa;DIRECCION FINANCIERA INTERNACIONAL;Normal;Optativa;;;;0;0;0;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;ADMINISTRACION DE EMPRESAS;Normal;Obligatoria;100.00;100.00;100.00;1;1;1;2.00;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera (sin especialidad);PROYECTO FIN DE CARRERA;Obligatoria;100.00;42.86;42.86;7;3;3;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;INSTALACIONES FRIGORIFICAS Y AIRE ACONDICIONADO;Normal;Optativa;100.00;100.00;100.00;1;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;QUIMICA INDUSTRIAL;Normal;Troncal;100.00;75.00;75.00;4;3;3;4.00;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;AMPLIACION DE PROCESOS INDUSTRIALES DE SEPARACION;Normal;Optativa;;;;1;0;0;;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera(diseño de equipos);PROYECTO FIN DE CARRERA;Obligatoria;100.00;50.00;50.00;2;1;1;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera (ingeniería del medio ambiente);PROYECTO FIN DE CARRERA;Obligatoria;100.00;100.00;100.00;2;2;2;1.00;29/04/2018
2015;Licenciatura o equivalente;Ingenierio Químico;Zaragoza;Escuela de Ingeniería y Arquitectura;Proyecto fin de carrera (ingeniería de procesos);PROYECTO FIN DE CARRERA;Obligatoria;100.00;25.00;25.00;4;1;1;1.00;29/04/2018
