CURSO_ACADEMICO;LOCALIDAD;TIPO_CENTRO;CENTRO;ESTUDIO;TIPO_ESTUDIO;NOMBRE_CCAA_ALUMNO;SEXO;MOVILIDAD_SALIDA;DEDICACION;ALUMNOS_MATRICULADOS;FECHA_ACTUALIZACION
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Andalucía;Mujeres;No;Tiempo Completo;1;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Aragón;Hombres;No;Otra dedicación;5;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Aragón;Hombres;No;Tiempo Completo;42;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Aragón;Hombres;Sí;Tiempo Completo;1;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Aragón;Hombres;No;Tiempo Parcial;8;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Aragón;Mujeres;No;Otra dedicación;1;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Aragón;Mujeres;No;Tiempo Completo;54;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Aragón;Mujeres;No;Tiempo Parcial;5;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Castilla y Leon;Mujeres;No;Tiempo Completo;2;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Catalunya;Hombres;No;Tiempo Completo;2;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Catalunya;Mujeres;No;Tiempo Completo;3;31/08/2025
2024;Almunia de Doña Godina (La);Centro adscrito;Escuela Universitaria Politécnica de la Almunia de Doña Godina;Grado: Arquitectura Técnica;Grado;Comunidad Valenciana;Hombres;No;Tiempo Completo;1;31/08/2025
