CURSO_ACADEMICO;LOCALIDAD;ESTUDIO;TIPO_ESTUDIO;TIPO_EGRESO;SEXO;ALUMNOS_GRADUADOS;ALUMNOS_INTERRUMPEN_ESTUDIOS;ALUMNOS_INTERRUMPEN_EST_ANO1;ALUMNOS_TRASLADAN_OTRA_UNIV;DURACION_MEDIA_GRADUADOS;TASA_EFICIENCIA;FECHA_ACTUALIZACION
2023;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Abandono Voluntario;Mujeres;0;6;2;0;;;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Graduado;Hombres;16;0;0;0;4.60;95.73;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería de Organización Industrial;Grado;Graduado;Mujeres;8;0;0;0;4.50;93.49;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Abandono Voluntario;Hombres;0;10;5;0;;;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Cambio de estudios sin simultaneidad;Hombres;0;2;1;0;;;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Graduado;Hombres;37;0;0;0;5.95;79.63;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Graduado;Mujeres;7;0;0;0;6.25;79.60;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Ingeniería Mecatrónica;Grado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;31/08/2025
2023;Almunia de Doña Godina (La);Grado: Programa conjunto en Ingeniería Mecatrónica-Ingeniería de Organización  Industrial;Grado;Abandono Voluntario;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;18;7;0;;;31/08/2025
2023;Huesca;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Mujeres;0;9;4;0;;;31/08/2025
2023;Huesca;Grado: Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Hombres;0;3;2;0;;;31/08/2025
2023;Huesca;Grado: Administración y Dirección de Empresas;Grado;Graduado;Hombres;23;0;0;0;5.52;78.78;31/08/2025
2023;Huesca;Grado: Administración y Dirección de Empresas;Grado;Graduado;Mujeres;8;0;0;0;5.14;86.26;31/08/2025
2023;Huesca;Grado: Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Administración y Dirección de Empresas;Grado;Incumple Régimen de permanencia;Mujeres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Ciencias Ambientales;Grado;Abandono Voluntario;Hombres;0;10;3;0;;;31/08/2025
2023;Huesca;Grado: Ciencias Ambientales;Grado;Abandono Voluntario;Mujeres;0;6;3;0;;;31/08/2025
2023;Huesca;Grado: Ciencias Ambientales;Grado;Cambio de estudios sin simultaneidad;Hombres;0;2;2;0;;;31/08/2025
2023;Huesca;Grado: Ciencias Ambientales;Grado;Graduado;Hombres;15;0;0;0;6.07;78.98;31/08/2025
2023;Huesca;Grado: Ciencias Ambientales;Grado;Graduado;Mujeres;13;0;0;0;6.10;76.45;31/08/2025
2023;Huesca;Grado: Ciencias Ambientales;Grado;Incumple Régimen de permanencia;Mujeres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Hombres;0;8;0;0;;;31/08/2025
2023;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Graduado;Hombres;45;0;0;0;4.68;93.72;31/08/2025
2023;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Graduado;Mujeres;10;0;0;0;4.33;96.63;31/08/2025
2023;Huesca;Grado: Ciencias de la Actividad Física y del Deporte;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/08/2025
2023;Huesca;Grado: Enfermería;Grado;Abandono Voluntario;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Enfermería;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Huesca;Grado: Enfermería;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Enfermería;Grado;Graduado;Hombres;3;0;0;0;4.00;98.76;31/08/2025
2023;Huesca;Grado: Enfermería;Grado;Graduado;Mujeres;40;0;0;0;4.00;97.14;31/08/2025
2023;Huesca;Grado: Gestión y Administración Pública;Grado;Abandono Voluntario;Hombres;0;5;3;0;;;31/08/2025
2023;Huesca;Grado: Gestión y Administración Pública;Grado;Abandono Voluntario;Mujeres;0;10;7;0;;;31/08/2025
2023;Huesca;Grado: Gestión y Administración Pública;Grado;Graduado;Hombres;3;0;0;0;;;31/08/2025
2023;Huesca;Grado: Gestión y Administración Pública;Grado;Graduado;Mujeres;16;0;0;0;4.67;86.37;31/08/2025
2023;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Abandono Voluntario;Hombres;0;20;7;0;;;31/08/2025
2023;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Abandono Voluntario;Mujeres;0;2;1;0;;;31/08/2025
2023;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Graduado;Hombres;20;0;0;0;5.70;74.96;31/08/2025
2023;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Graduado;Mujeres;11;0;0;0;4.60;85.59;31/08/2025
2023;Huesca;Grado: Ingeniería Agroalimentaria y del Medio Rural;Grado;Incumple Régimen de permanencia;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Hombres;0;5;4;0;;;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Mujeres;0;21;9;0;;;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Infantil;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Infantil;Grado;Graduado;Hombres;6;0;0;0;4.00;95.24;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Infantil;Grado;Graduado;Mujeres;83;0;0;0;4.29;94.37;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Hombres;0;18;3;0;;;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Mujeres;0;9;3;0;;;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Primaria;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;0;0;;;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Primaria;Grado;Graduado;Hombres;34;0;0;0;4.76;90.50;31/08/2025
2023;Huesca;Grado: Magisterio en Educación Primaria;Grado;Graduado;Mujeres;57;0;0;0;4.31;95.96;31/08/2025
2023;Huesca;Grado: Medicina;Grado;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/08/2025
2023;Huesca;Grado: Nutrición Humana y Dietética;Grado;Abandono Voluntario;Hombres;0;4;0;0;;;31/08/2025
2023;Huesca;Grado: Nutrición Humana y Dietética;Grado;Abandono Voluntario;Mujeres;0;9;6;0;;;31/08/2025
2023;Huesca;Grado: Nutrición Humana y Dietética;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;6;6;0;;;31/08/2025
2023;Huesca;Grado: Nutrición Humana y Dietética;Grado;Graduado;Hombres;20;0;0;0;4.63;96.05;31/08/2025
2023;Huesca;Grado: Nutrición Humana y Dietética;Grado;Graduado;Mujeres;37;0;0;0;4.43;95.24;31/08/2025
2023;Huesca;Grado: Nutrición Humana y Dietética;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Abandono Voluntario;Hombres;0;2;0;0;;;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Abandono Voluntario;Mujeres;0;2;0;0;;;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;2;2;0;;;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Graduado;Hombres;4;0;0;0;5.67;84.89;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Graduado;Mujeres;28;0;0;0;4.88;98.49;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/08/2025
2023;Huesca;Grado: Odontología;Grado;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/08/2025
2023;Huesca;Grado: Programa conjunto en Nutrición Humana y Dietética-Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Grado: Programa conjunto en Nutrición Humana y Dietética-Ciencias de la Actividad Física y del Deporte;Grado;Abandono Voluntario;Mujeres;0;1;1;0;;;31/08/2025
2023;Huesca;Máster: Dirección y planificación del turismo;Máster;Abandono Voluntario;Mujeres;0;2;1;0;;;31/08/2025
2023;Huesca;Máster: Dirección y planificación del turismo;Máster;Graduado;Hombres;2;0;0;0;2.50;81.63;31/08/2025
2023;Huesca;Máster: Dirección y planificación del turismo;Máster;Graduado;Mujeres;5;0;0;0;1.80;89.47;31/08/2025
2023;Huesca;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Abandono Voluntario;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Huesca;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Graduado;Hombres;3;0;0;0;1.33;93.55;31/08/2025
2023;Huesca;Máster: Estudios Avanzados sobre el Lenguaje, la Comunicación y sus Patologías;Máster;Graduado;Mujeres;10;0;0;0;1.00;97.09;31/08/2025
2023;Huesca;Máster: Evaluación y Entrenamiento Físico para la Salud;Máster;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Huesca;Máster: Evaluación y Entrenamiento Físico para la Salud;Máster;Graduado;Hombres;4;0;0;0;3.25;93.02;31/08/2025
2023;Huesca;Máster: Evaluación y Entrenamiento Físico para la Salud;Máster;Graduado;Mujeres;6;0;0;0;2.00;71.01;31/08/2025
2023;Huesca;Máster: Ingeniería Agronómica;Máster;Abandono Voluntario;Hombres;0;3;0;0;;;31/08/2025
2023;Huesca;Máster: Ingeniería Agronómica;Máster;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Huesca;Máster: Ingeniería Agronómica;Máster;Graduado;Hombres;6;0;0;0;2.75;92.55;31/08/2025
2023;Huesca;Máster: Ingeniería Agronómica;Máster;Graduado;Mujeres;2;0;0;0;2.50;93.55;31/08/2025
2023;Huesca;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Abandono Voluntario;Hombres;0;1;1;0;;;31/08/2025
2023;Huesca;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Hombres;13;0;0;0;1.00;100.00;31/08/2025
2023;Huesca;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Mujeres;9;0;0;0;1.11;98.90;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;15;7;0;;;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Abandono Voluntario;Mujeres;0;8;3;0;;;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Hombres;0;4;3;0;;;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Cambio de estudios sin simultaneidad;Mujeres;0;1;1;0;;;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Graduado;Hombres;5;0;0;0;5.20;84.05;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Graduado;Mujeres;11;0;0;0;6.78;83.29;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Hombres;0;0;0;2;;;31/08/2025
2023;Teruel;Grado: Administración y Dirección de Empresas;Grado;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/08/2025
2023;Teruel;Grado: Bellas Artes;Grado;Abandono Voluntario;Hombres;0;2;0;0;;;31/08/2025
2023;Teruel;Grado: Bellas Artes;Grado;Abandono Voluntario;Mujeres;0;6;2;0;;;31/08/2025
2023;Teruel;Grado: Bellas Artes;Grado;Graduado;Hombres;9;0;0;0;4.44;94.17;31/08/2025
2023;Teruel;Grado: Bellas Artes;Grado;Graduado;Mujeres;30;0;0;0;4.21;97.67;31/08/2025
2023;Teruel;Grado: Bellas Artes;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/08/2025
2023;Teruel;Grado: Bellas Artes;Grado;Traslado a otra Universidad;Mujeres;0;0;0;3;;;31/08/2025
2023;Teruel;Grado: Enfermería;Grado;Abandono Voluntario;Mujeres;0;2;1;0;;;31/08/2025
2023;Teruel;Grado: Enfermería;Grado;Graduado;Hombres;7;0;0;0;4.60;88.28;31/08/2025
2023;Teruel;Grado: Enfermería;Grado;Graduado;Mujeres;26;0;0;0;4.00;96.70;31/08/2025
2023;Teruel;Grado: Enfermería;Grado;Traslado a otra Universidad;Mujeres;0;0;0;5;;;31/08/2025
2023;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Abandono Voluntario;Hombres;0;5;3;0;;;31/08/2025
2023;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Graduado;Hombres;13;0;0;0;5.67;81.36;31/08/2025
2023;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Graduado;Mujeres;1;0;0;0;4.00;95.20;31/08/2025
2023;Teruel;Grado: Ingeniería Electrónica y Automática;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/08/2025
2023;Teruel;Grado: Ingeniería Informática;Grado;Abandono Voluntario;Hombres;0;12;1;0;;;31/08/2025
2023;Teruel;Grado: Ingeniería Informática;Grado;Abandono Voluntario;Mujeres;0;2;0;0;;;31/08/2025
2023;Teruel;Grado: Ingeniería Informática;Grado;Graduado;Hombres;7;0;0;0;4.67;86.52;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Hombres;0;5;2;0;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Infantil;Grado;Abandono Voluntario;Mujeres;0;15;4;0;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Infantil;Grado;Graduado;Hombres;4;0;0;0;4.67;89.55;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Infantil;Grado;Graduado;Mujeres;71;0;0;0;4.42;91.60;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Infantil;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Infantil;Grado;Traslado a otra Universidad;Mujeres;0;0;0;6;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Hombres;0;12;5;0;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Primaria;Grado;Abandono Voluntario;Mujeres;0;8;3;0;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Primaria;Grado;Cambio de estudios sin simultaneidad;Hombres;0;1;1;0;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Primaria;Grado;Graduado;Hombres;25;0;0;0;5.00;89.90;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Primaria;Grado;Graduado;Mujeres;47;0;0;0;4.60;88.96;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Primaria;Grado;Traslado a otra Universidad;Hombres;0;0;0;1;;;31/08/2025
2023;Teruel;Grado: Magisterio en Educación Primaria;Grado;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/08/2025
2023;Teruel;Grado: Programa conjunto en Ingeniería Informática-Administración y Dirección de Empresas;Grado;Abandono Voluntario;Hombres;0;2;2;0;;;31/08/2025
2023;Teruel;Grado: Psicología;Grado;Abandono Voluntario;Hombres;0;7;3;0;;;31/08/2025
2023;Teruel;Grado: Psicología;Grado;Abandono Voluntario;Mujeres;0;4;1;0;;;31/08/2025
2023;Teruel;Grado: Psicología;Grado;Graduado;Hombres;12;0;0;0;4.25;92.94;31/08/2025
2023;Teruel;Grado: Psicología;Grado;Graduado;Mujeres;63;0;0;0;4.45;93.65;31/08/2025
2023;Teruel;Grado: Psicología;Grado;Traslado a otra Universidad;Mujeres;0;0;0;4;;;31/08/2025
2023;Teruel;Maestro Educación Primaria;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/08/2025
2023;Teruel;Máster: Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;Abandono Voluntario;Hombres;0;4;3;0;;;31/08/2025
2023;Teruel;Máster: Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;Abandono Voluntario;Mujeres;0;1;1;0;;;31/08/2025
2023;Teruel;Máster: Innovación y Emprendimiento en Tecnologías para la Salud y el Bienestar;Máster;Graduado;Hombres;1;0;0;0;4.00;100.00;31/08/2025
2023;Teruel;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Abandono Voluntario;Mujeres;0;3;2;0;;;31/08/2025
2023;Teruel;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Hombres;7;0;0;0;1.14;98.59;31/08/2025
2023;Teruel;Máster: Profesorado E.S.O., F.P. y Ens. Idiom, Art y Deport;Máster;Graduado;Mujeres;5;0;0;0;1.00;100.00;31/08/2025
2023;Teruel;Máster: Psicología General Sanitaria;Máster;Graduado;Hombres;4;0;0;0;2.00;100.00;31/08/2025
2023;Teruel;Máster: Psicología General Sanitaria;Máster;Graduado;Mujeres;26;0;0;0;2.27;94.96;31/08/2025
2023;Zaragoza;Derecho;Licenciatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;1;;;31/08/2025
2023;Zaragoza;Diplomado Ciencias Empresariales;Diplomatura o equivalente;Traslado a otra Universidad;Mujeres;0;0;0;2;;;31/08/2025
2023;Zaragoza;Doctorado: PD Bioquímica y biología molecular [RD 576/2023];Doctorado;Graduado;Hombres;12;0;0;0;4.93;;31/08/2025
2023;Zaragoza;Doctorado: PD Bioquímica y biología molecular [RD 576/2023];Doctorado;Graduado;Mujeres;21;0;0;0;4.51;;31/08/2025
2023;Zaragoza;Doctorado: PD Calidad, seguridad y tecnología de los alimentos [RD 576/2023];Doctorado;Graduado;Mujeres;6;0;0;0;4.84;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencia analítica en química [RD 576/2023];Doctorado;Graduado;Hombres;4;0;0;0;4.27;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencia analítica en química [RD 576/2023];Doctorado;Graduado;Mujeres;2;0;0;0;4.79;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencia analítica en química [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias agrarias y del medio natural [RD 576/2023];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias agrarias y del medio natural [RD 576/2023];Doctorado;Graduado;Hombres;3;0;0;0;5.18;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias agrarias y del medio natural [RD 576/2023];Doctorado;Graduado;Mujeres;4;0;0;0;4.57;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias agrarias y del medio natural [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 576/2023];Doctorado;Graduado;Hombres;2;0;0;0;4.64;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 576/2023];Doctorado;Graduado;Mujeres;8;0;0;0;5.18;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias biomédicas y biotecnológicas [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la antigüedad [RD 576/2023];Doctorado;Abandono Voluntario;Hombres;0;1;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la antigüedad [RD 576/2023];Doctorado;Graduado;Hombres;1;0;0;0;5.22;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la antigüedad [RD 576/2023];Doctorado;Graduado;Mujeres;3;0;0;0;6.27;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la antigüedad [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Hombres;0;1;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 576/2023];Doctorado;Abandono Voluntario;Hombres;0;4;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 576/2023];Doctorado;Abandono Voluntario;Mujeres;0;4;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 576/2023];Doctorado;Graduado;Hombres;3;0;0;0;3.56;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 576/2023];Doctorado;Graduado;Mujeres;9;0;0;0;4.77;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Hombres;0;4;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Ciencias de la salud y del deporte [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Mujeres;0;2;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 576/2023];Doctorado;Graduado;Hombres;1;0;0;0;4.72;;31/08/2025
2023;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 576/2023];Doctorado;Graduado;Mujeres;2;0;0;0;5.92;;31/08/2025
2023;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Hombres;0;2;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Contabilidad y finanzas [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Mujeres;0;1;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Derecho [RD 576/2023];Doctorado;Abandono Voluntario;Hombres;0;4;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Derecho [RD 576/2023];Doctorado;Abandono Voluntario;Mujeres;0;3;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Derecho [RD 576/2023];Doctorado;Graduado;Hombres;4;0;0;0;5.39;;31/08/2025
2023;Zaragoza;Doctorado: PD Derecho [RD 576/2023];Doctorado;Graduado;Mujeres;5;0;0;0;4.63;;31/08/2025
2023;Zaragoza;Doctorado: PD Derecho [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Hombres;0;3;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Derecho [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Mujeres;0;8;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Derechos humanos y libertades fundamentales [RD 576/2023];Doctorado;Abandono Voluntario;Mujeres;0;1;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Derechos humanos y libertades fundamentales [RD 576/2023];Doctorado;Graduado;Hombres;4;0;0;0;4.04;;31/08/2025
2023;Zaragoza;Doctorado: PD Derechos humanos y libertades fundamentales [RD 576/2023];Doctorado;Graduado;Mujeres;2;0;0;0;6.18;;31/08/2025
2023;Zaragoza;Doctorado: PD Derechos humanos y libertades fundamentales [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Hombres;0;5;0;0;;;31/08/2025
2023;Zaragoza;Doctorado: PD Derechos humanos y libertades fundamentales [RD 576/2023];Doctorado;Incumple Régimen de permanencia;Mujeres;0;3;0;0;;;31/08/2025
